snapshot_date,product_id,warehouse,units_on_hand
2024-07-29,69,West,154
2024-07-29,69,East,105
2024-07-29,69,Central,265
2024-07-29,70,West,310
2024-07-29,70,East,260
2024-07-29,70,Central,96
2024-07-29,71,West,382
2024-07-29,71,East,200
2024-07-29,71,Central,151
2024-07-29,72,West,330
2024-07-29,72,East,27
2024-07-29,72,Central,401
2024-07-29,73,West,459
2024-07-29,73,East,406
2024-07-29,73,Central,488
2024-07-29,74,West,122
2024-07-29,74,East,253
2024-07-29,74,Central,197
2024-07-29,75,West,57
2024-07-29,75,East,123
2024-07-29,75,Central,255
2024-07-29,76,West,326
2024-07-29,76,East,304
2024-07-29,76,Central,36
2024-07-29,77,West,270
2024-07-29,77,East,455
2024-07-29,77,Central,500
2024-07-29,78,West,6
2024-07-29,78,East,184
2024-07-29,78,Central,478
2024-07-29,79,West,162
2024-07-29,79,East,67
2024-07-29,79,Central,198
2024-07-29,80,West,440
2024-07-29,80,East,429
2024-07-29,80,Central,291
2024-07-29,81,West,215
2024-07-29,81,East,187
2024-07-29,81,Central,279
2024-07-29,82,West,349
2024-07-29,82,East,88
2024-07-29,82,Central,390
2024-07-29,83,West,241
2024-07-29,83,East,488
2024-07-29,83,Central,394
2024-07-29,84,West,37
2024-07-29,84,East,8
2024-07-29,84,Central,300
2024-07-29,85,West,34
2024-07-29,85,East,7
2024-07-29,85,Central,134
2024-07-29,86,West,110
2024-07-29,86,East,20
2024-07-29,86,Central,472
2024-07-29,87,West,30
2024-07-29,87,East,485
2024-07-29,87,Central,404
2024-07-29,88,West,203
2024-07-29,88,East,259
2024-07-29,88,Central,146
2024-07-29,89,West,321
2024-07-29,89,East,364
2024-07-29,89,Central,256
2024-07-29,90,West,392
2024-07-29,90,East,212
2024-07-29,90,Central,216
2024-08-28,1,West,359
2024-08-28,1,East,205
2024-08-28,1,Central,42
2024-08-28,2,West,327
2024-08-28,2,East,274
2024-08-28,2,Central,275
2024-08-28,3,West,315
2024-08-28,3,East,78
2024-08-28,3,Central,142
2024-08-28,4,West,42
2024-08-28,4,East,158
2024-08-28,4,Central,40
2024-08-28,5,West,261
2024-08-28,5,East,471
2024-08-28,5,Central,104
2024-08-28,6,West,498
2024-08-28,6,East,413
2024-08-28,6,Central,79
2024-08-28,7,West,274
2024-08-28,7,East,167
2024-08-28,7,Central,200
2024-08-28,8,West,300
2024-08-28,8,East,324
2024-08-28,8,Central,390
2024-08-28,9,West,427
2024-08-28,9,East,332
2024-08-28,9,Central,348
2024-08-28,10,West,329
2024-08-28,10,East,33
2024-08-28,10,Central,158
2024-08-28,11,West,357
2024-08-28,11,East,223
2024-08-28,11,Central,373
2024-08-28,12,West,488
2024-08-28,12,East,433
2024-08-28,12,Central,122
2024-08-28,13,West,29
2024-08-28,13,East,125
2024-08-28,13,Central,44
2024-08-28,14,West,473
2024-08-28,14,East,222
2024-08-28,14,Central,59
2024-08-28,15,West,232
2024-08-28,15,East,313
2024-08-28,15,Central,311
2024-08-28,16,West,28
2024-08-28,16,East,158
2024-08-28,16,Central,341
2024-08-28,17,West,379
2024-08-28,17,East,336
2024-08-28,17,Central,379
2024-08-28,18,West,89
2024-08-28,18,East,61
2024-08-28,18,Central,6
2024-08-28,19,West,362
2024-08-28,19,East,70
2024-08-28,19,Central,359
2024-08-28,20,West,5
2024-08-28,20,East,83
2024-08-28,20,Central,254
2024-08-28,21,West,487
2024-08-28,21,East,177
2024-08-28,21,Central,267
2024-08-28,22,West,264
2024-08-28,22,East,400
2024-08-28,22,Central,421
2024-08-28,23,West,369
2024-08-28,23,East,132
2024-08-28,23,Central,85
2024-08-28,24,West,190
2024-08-28,24,East,64
2024-08-28,24,Central,383
2024-08-28,25,West,399
2024-08-28,25,East,447
2024-08-28,25,Central,137
2024-08-28,26,West,375
2024-08-28,26,East,453
2024-08-28,26,Central,60
2024-08-28,27,West,394
2024-08-28,27,East,460
2024-08-28,27,Central,15
2024-08-28,28,West,171
2024-08-28,28,East,413
2024-08-28,28,Central,219
2024-08-28,29,West,139
2024-08-28,29,East,268
2024-08-28,29,Central,32
2024-08-28,30,West,134
2024-08-28,30,East,364
2024-08-28,30,Central,499
2024-08-28,31,West,295
2024-08-28,31,East,321
2024-08-28,31,Central,39
2024-08-28,32,West,254
2024-08-28,32,East,233
2024-08-28,32,Central,261
2024-08-28,33,West,184
2024-08-28,33,East,28
2024-08-28,33,Central,255
2024-08-28,34,West,439
2024-08-28,34,East,290
2024-08-28,34,Central,85
2024-08-28,35,West,188
2024-08-28,35,East,80
2024-08-28,35,Central,130
2024-08-28,36,West,395
2024-08-28,36,East,52
2024-08-28,36,Central,457
2024-08-28,37,West,293
2024-08-28,37,East,345
2024-08-28,37,Central,370
2024-08-28,38,West,59
2024-08-28,38,East,116
2024-08-28,38,Central,379
2024-08-28,39,West,260
2024-08-28,39,East,1
2024-08-28,39,Central,22
2024-08-28,40,West,439
2024-08-28,40,East,441
2024-08-28,40,Central,6
2024-08-28,41,West,125
2024-08-28,41,East,23
2024-08-28,41,Central,241
2024-08-28,42,West,186
2024-08-28,42,East,196
2024-08-28,42,Central,471
2024-08-28,43,West,76
2024-08-28,43,East,91
2024-08-28,43,Central,476
2024-08-28,44,West,491
2024-08-28,44,East,439
2024-08-28,44,Central,18
2024-08-28,45,West,283
2024-08-28,45,East,411
2024-08-28,45,Central,467
2024-08-28,46,West,365
2024-08-28,46,East,379
2024-08-28,46,Central,335
2024-08-28,47,West,214
2024-08-28,47,East,114
2024-08-28,47,Central,164
2024-08-28,48,West,127
2024-08-28,48,East,213
2024-08-28,48,Central,468
2024-08-28,49,West,368
2024-08-28,49,East,163
2024-08-28,49,Central,138
2024-08-28,50,West,422
2024-08-28,50,East,39
2024-08-28,50,Central,292
2024-08-28,51,West,190
2024-08-28,51,East,61
2024-08-28,51,Central,257
2024-08-28,52,West,344
2024-08-28,52,East,461
2024-08-28,52,Central,26
2024-08-28,53,West,91
2024-08-28,53,East,114
2024-08-28,53,Central,411
2024-08-28,54,West,264
2024-08-28,54,East,23
2024-08-28,54,Central,488
2024-08-28,55,West,205
2024-08-28,55,East,35
2024-08-28,55,Central,449
2024-08-28,56,West,238
2024-08-28,56,East,443
2024-08-28,56,Central,144
2024-08-28,57,West,396
2024-08-28,57,East,432
2024-08-28,57,Central,159
2024-08-28,58,West,167
2024-08-28,58,East,44
2024-08-28,58,Central,283
2024-08-28,59,West,233
2024-08-28,59,East,4
2024-08-28,59,Central,188
2024-08-28,60,West,102
2024-08-28,60,East,149
2024-08-28,60,Central,288
2024-08-28,61,West,401
2024-08-28,61,East,155
2024-08-28,61,Central,378
2024-08-28,62,West,318
2024-08-28,62,East,124
2024-08-28,62,Central,237
2024-08-28,63,West,188
2024-08-28,63,East,302
2024-08-28,63,Central,497
2024-08-28,64,West,252
2024-08-28,64,East,395
2024-08-28,64,Central,397
2024-08-28,65,West,100
2024-08-28,65,East,375
2024-08-28,65,Central,461
2024-08-28,66,West,279
2024-08-28,66,East,389
2024-08-28,66,Central,407
2024-08-28,67,West,125
2024-08-28,67,East,77
2024-08-28,67,Central,3
2024-08-28,68,West,477
2024-08-28,68,East,209
2024-08-28,68,Central,12
2024-08-28,69,West,119
2024-08-28,69,East,277
2024-08-28,69,Central,177
2024-08-28,70,West,325
2024-08-28,70,East,429
2024-08-28,70,Central,355
2024-08-28,71,West,449
2024-08-28,71,East,4
2024-08-28,71,Central,486
2024-08-28,72,West,171
2024-08-28,72,East,0
2024-08-28,72,Central,388
2024-08-28,73,West,336
2024-08-28,73,East,192
2024-08-28,73,Central,434
2024-08-28,74,West,377
2024-08-28,74,East,372
2024-08-28,74,Central,157
2024-08-28,75,West,53
2024-08-28,75,East,105
2024-08-28,75,Central,271
2024-08-28,76,West,121
2024-08-28,76,East,214
2024-08-28,76,Central,251
2024-08-28,77,West,492
2024-08-28,77,East,30
2024-08-28,77,Central,497
2024-08-28,78,West,72
2024-08-28,78,East,364
2024-08-28,78,Central,143
2024-08-28,79,West,47
2024-08-28,79,East,22
2024-08-28,79,Central,471
2024-08-28,80,West,118
2024-08-28,80,East,459
2024-08-28,80,Central,432
2024-08-28,81,West,266
2024-08-28,81,East,211
2024-08-28,81,Central,358
2024-08-28,82,West,458
2024-08-28,82,East,190
2024-08-28,82,Central,234
2024-08-28,83,West,498
2024-08-28,83,East,382
2024-08-28,83,Central,43
2024-08-28,84,West,297
2024-08-28,84,East,48
2024-08-28,84,Central,258
2024-08-28,85,West,68
2024-08-28,85,East,326
2024-08-28,85,Central,419
2024-08-28,86,West,201
2024-08-28,86,East,38
2024-08-28,86,Central,303
2024-08-28,87,West,290
2024-08-28,87,East,31
2024-08-28,87,Central,222
2024-08-28,88,West,339
2024-08-28,88,East,493
2024-08-28,88,Central,66
2024-08-28,89,West,121
2024-08-28,89,East,149
2024-08-28,89,Central,133
2024-08-28,90,West,435
2024-08-28,90,East,161
2024-08-28,90,Central,474
2024-09-27,1,West,410
2024-09-27,1,East,201
2024-09-27,1,Central,358
2024-09-27,2,West,425
2024-09-27,2,East,376
2024-09-27,2,Central,167
2024-09-27,3,West,162
2024-09-27,3,East,231
2024-09-27,3,Central,139
2024-09-27,4,West,119
2024-09-27,4,East,38
2024-09-27,4,Central,483
2024-09-27,5,West,103
2024-09-27,5,East,69
2024-09-27,5,Central,399
2024-09-27,6,West,394
2024-09-27,6,East,299
2024-09-27,6,Central,55
2024-09-27,7,West,79
2024-09-27,7,East,54
2024-09-27,7,Central,84
2024-09-27,8,West,230
2024-09-27,8,East,238
2024-09-27,8,Central,160
2024-09-27,9,West,208
2024-09-27,9,East,61
2024-09-27,9,Central,274
2024-09-27,10,West,183
2024-09-27,10,East,493
2024-09-27,10,Central,394
2024-09-27,11,West,106
2024-09-27,11,East,231
2024-09-27,11,Central,157
2024-09-27,12,West,237
2024-09-27,12,East,135
2024-09-27,12,Central,436
2024-09-27,13,West,61
2024-09-27,13,East,46
2024-09-27,13,Central,80
2024-09-27,14,West,413
2024-09-27,14,East,351
2024-09-27,14,Central,155
2024-09-27,15,West,423
2024-09-27,15,East,360
2024-09-27,15,Central,356
2024-09-27,16,West,308
2024-09-27,16,East,20
2024-09-27,16,Central,110
2024-09-27,17,West,427
2024-09-27,17,East,438
2024-09-27,17,Central,167
2024-09-27,18,West,75
2024-09-27,18,East,46
2024-09-27,18,Central,364
2024-09-27,19,West,127
2024-09-27,19,East,495
2024-09-27,19,Central,182
2024-09-27,20,West,202
2024-09-27,20,East,262
2024-09-27,20,Central,25
2024-09-27,21,West,346
2024-09-27,21,East,153
2024-09-27,21,Central,133
2024-09-27,22,West,419
2024-09-27,22,East,89
2024-09-27,22,Central,15
2024-09-27,23,West,487
2024-09-27,23,East,207
2024-09-27,23,Central,437
2024-09-27,24,West,231
2024-09-27,24,East,284
2024-09-27,24,Central,383
2024-09-27,25,West,281
2024-09-27,25,East,127
2024-09-27,25,Central,48
2024-09-27,26,West,236
2024-09-27,26,East,52
2024-09-27,26,Central,411
2024-09-27,27,West,406
2024-09-27,27,East,71
2024-09-27,27,Central,62
2024-09-27,28,West,6
2024-09-27,28,East,31
2024-09-27,28,Central,425
2024-09-27,29,West,399
2024-09-27,29,East,113
2024-09-27,29,Central,66
2024-09-27,30,West,101
2024-09-27,30,East,421
2024-09-27,30,Central,205
2024-09-27,31,West,190
2024-09-27,31,East,351
2024-09-27,31,Central,322
2024-09-27,32,West,480
2024-09-27,32,East,330
2024-09-27,32,Central,43
2024-09-27,33,West,298
2024-09-27,33,East,300
2024-09-27,33,Central,132
2024-09-27,34,West,469
2024-09-27,34,East,416
2024-09-27,34,Central,38
2024-09-27,35,West,11
2024-09-27,35,East,33
2024-09-27,35,Central,101
2024-09-27,36,West,462
2024-09-27,36,East,330
2024-09-27,36,Central,227
2024-09-27,37,West,414
2024-09-27,37,East,65
2024-09-27,37,Central,47
2024-09-27,38,West,463
2024-09-27,38,East,433
2024-09-27,38,Central,424
2024-09-27,39,West,414
2024-09-27,39,East,169
2024-09-27,39,Central,62
2024-09-27,40,West,21
2024-09-27,40,East,482
2024-09-27,40,Central,236
2024-09-27,41,West,25
2024-09-27,41,East,86
2024-09-27,41,Central,473
2024-09-27,42,West,293
2024-09-27,42,East,221
2024-09-27,42,Central,420
2024-09-27,43,West,370
2024-09-27,43,East,202
2024-09-27,43,Central,254
2024-09-27,44,West,15
2024-09-27,44,East,195
2024-09-27,44,Central,349
2024-09-27,45,West,218
2024-09-27,45,East,88
2024-09-27,45,Central,181
2024-09-27,46,West,109
2024-09-27,46,East,465
2024-09-27,46,Central,95
2024-09-27,47,West,140
2024-09-27,47,East,143
2024-09-27,47,Central,228
2024-09-27,48,West,452
2024-09-27,48,East,76
2024-09-27,48,Central,17
2024-09-27,49,West,314
2024-09-27,49,East,317
2024-09-27,49,Central,315
2024-09-27,50,West,125
2024-09-27,50,East,331
2024-09-27,50,Central,151
2024-09-27,51,West,255
2024-09-27,51,East,210
2024-09-27,51,Central,451
2024-09-27,52,West,281
2024-09-27,52,East,245
2024-09-27,52,Central,31
2024-09-27,53,West,44
2024-09-27,53,East,143
2024-09-27,53,Central,196
2024-09-27,54,West,70
2024-09-27,54,East,214
2024-09-27,54,Central,102
2024-09-27,55,West,329
2024-09-27,55,East,452
2024-09-27,55,Central,408
2024-09-27,56,West,269
2024-09-27,56,East,127
2024-09-27,56,Central,322
2024-09-27,57,West,410
2024-09-27,57,East,278
2024-09-27,57,Central,406
2024-09-27,58,West,9
2024-09-27,58,East,195
2024-09-27,58,Central,400
2024-09-27,59,West,365
2024-09-27,59,East,183
2024-09-27,59,Central,245
2024-09-27,60,West,278
2024-09-27,60,East,400
2024-09-27,60,Central,248
2024-09-27,61,West,176
2024-09-27,61,East,467
2024-09-27,61,Central,289
2024-09-27,62,West,257
2024-09-27,62,East,164
2024-09-27,62,Central,198
2024-09-27,63,West,138
2024-09-27,63,East,92
2024-09-27,63,Central,13
2024-09-27,64,West,163
2024-09-27,64,East,305
2024-09-27,64,Central,112
2024-09-27,65,West,15
2024-09-27,65,East,458
2024-09-27,65,Central,415
2024-09-27,66,West,398
2024-09-27,66,East,143
2024-09-27,66,Central,29
2024-09-27,67,West,414
2024-09-27,67,East,241
2024-09-27,67,Central,271
2024-09-27,68,West,183
2024-09-27,68,East,392
2024-09-27,68,Central,299
2024-09-27,69,West,119
2024-09-27,69,East,498
2024-09-27,69,Central,81
2024-09-27,70,West,51
2024-09-27,70,East,126
2024-09-27,70,Central,336
2024-09-27,71,West,123
2024-09-27,71,East,136
2024-09-27,71,Central,273
2024-09-27,72,West,417
2024-09-27,72,East,405
2024-09-27,72,Central,469
2024-09-27,73,West,377
2024-09-27,73,East,28
2024-09-27,73,Central,391
2024-09-27,74,West,485
2024-09-27,74,East,112
2024-09-27,74,Central,294
2024-09-27,75,West,433
2024-09-27,75,East,408
2024-09-27,75,Central,198
2024-09-27,76,West,181
2024-09-27,76,East,478
2024-09-27,76,Central,429
2024-09-27,77,West,432
2024-09-27,77,East,88
2024-09-27,77,Central,90
2024-09-27,78,West,121
2024-09-27,78,East,303
2024-09-27,78,Central,162
2024-09-27,79,West,412
2024-09-27,79,East,377
2024-09-27,79,Central,357
2024-09-27,80,West,183
2024-09-27,80,East,467
2024-09-27,80,Central,302
2024-09-27,81,West,14
2024-09-27,81,East,360
2024-09-27,81,Central,358
2024-09-27,82,West,180
2024-09-27,82,East,485
2024-09-27,82,Central,290
2024-09-27,83,West,288
2024-09-27,83,East,72
2024-09-27,83,Central,288
2024-09-27,84,West,485
2024-09-27,84,East,96
2024-09-27,84,Central,428
2024-09-27,85,West,414
2024-09-27,85,East,451
2024-09-27,85,Central,496
2024-09-27,86,West,252
2024-09-27,86,East,277
2024-09-27,86,Central,158
2024-09-27,87,West,89
2024-09-27,87,East,251
2024-09-27,87,Central,19
2024-09-27,88,West,46
2024-09-27,88,East,28
2024-09-27,88,Central,119
2024-09-27,89,West,308
2024-09-27,89,East,112
2024-09-27,89,Central,10
2024-09-27,90,West,269
2024-09-27,90,East,244
2024-09-27,90,Central,0
2024-10-27,1,West,169
2024-10-27,1,East,469
2024-10-27,1,Central,314
2024-10-27,2,West,103
2024-10-27,2,East,412
2024-10-27,2,Central,66
2024-10-27,3,West,174
2024-10-27,3,East,367
2024-10-27,3,Central,90
2024-10-27,4,West,470
2024-10-27,4,East,410
2024-10-27,4,Central,432
2024-10-27,5,West,444
2024-10-27,5,East,165
2024-10-27,5,Central,30
2024-10-27,6,West,11
2024-10-27,6,East,75
2024-10-27,6,Central,300
2024-10-27,7,West,360
2024-10-27,7,East,469
2024-10-27,7,Central,72
2024-10-27,8,West,396
2024-10-27,8,East,56
2024-10-27,8,Central,433
2024-10-27,9,West,269
2024-10-27,9,East,440
2024-10-27,9,Central,186
2024-10-27,10,West,491
2024-10-27,10,East,37
2024-10-27,10,Central,191
2024-10-27,11,West,360
2024-10-27,11,East,482
2024-10-27,11,Central,339
2024-10-27,12,West,202
2024-10-27,12,East,300
2024-10-27,12,Central,51
2024-10-27,13,West,172
2024-10-27,13,East,154
2024-10-27,13,Central,165
2024-10-27,14,West,69
2024-10-27,14,East,499
2024-10-27,14,Central,80
2024-10-27,15,West,374
2024-10-27,15,East,485
2024-10-27,15,Central,223
2024-10-27,16,West,405
2024-10-27,16,East,327
2024-10-27,16,Central,491
2024-10-27,17,West,249
2024-10-27,17,East,332
2024-10-27,17,Central,162
2024-10-27,18,West,89
2024-10-27,18,East,362
2024-10-27,18,Central,495
2024-10-27,19,West,287
2024-10-27,19,East,355
2024-10-27,19,Central,455
2024-10-27,20,West,475
2024-10-27,20,East,314
2024-10-27,20,Central,402
2024-10-27,21,West,182
2024-10-27,21,East,114
2024-10-27,21,Central,340
2024-10-27,22,West,301
2024-10-27,22,East,417
2024-10-27,22,Central,89
2024-10-27,23,West,193
2024-10-27,23,East,157
2024-10-27,23,Central,375
2024-10-27,24,West,352
2024-10-27,24,East,150
2024-10-27,24,Central,65
2024-10-27,25,West,90
2024-10-27,25,East,373
2024-10-27,25,Central,0
2024-10-27,26,West,485
2024-10-27,26,East,359
2024-10-27,26,Central,485
2024-10-27,27,West,293
2024-10-27,27,East,200
2024-10-27,27,Central,435
2024-10-27,28,West,394
2024-10-27,28,East,494
2024-10-27,28,Central,290
2024-10-27,29,West,16
2024-10-27,29,East,93
2024-10-27,29,Central,308
2024-10-27,30,West,162
2024-10-27,30,East,471
2024-10-27,30,Central,414
2024-10-27,31,West,495
2024-10-27,31,East,313
2024-10-27,31,Central,113
2024-10-27,32,West,327
2024-10-27,32,East,289
2024-10-27,32,Central,53
2024-10-27,33,West,479
2024-10-27,33,East,254
2024-10-27,33,Central,72
2024-10-27,34,West,169
2024-10-27,34,East,381
2024-10-27,34,Central,39
2024-10-27,35,West,121
2024-10-27,35,East,177
2024-10-27,35,Central,163
2024-10-27,36,West,85
2024-10-27,36,East,325
2024-10-27,36,Central,453
2024-10-27,37,West,493
2024-10-27,37,East,45
2024-10-27,37,Central,420
2024-10-27,38,West,362
2024-10-27,38,East,343
2024-10-27,38,Central,327
2024-10-27,39,West,373
2024-10-27,39,East,453
2024-10-27,39,Central,171
2024-10-27,40,West,228
2024-10-27,40,East,5
2024-10-27,40,Central,135
2024-10-27,41,West,107
2024-10-27,41,East,127
2024-10-27,41,Central,354
2024-10-27,42,West,34
2024-10-27,42,East,179
2024-10-27,42,Central,131
2024-10-27,43,West,402
2024-10-27,43,East,55
2024-10-27,43,Central,368
2024-10-27,44,West,0
2024-10-27,44,East,24
2024-10-27,44,Central,197
2024-10-27,45,West,224
2024-10-27,45,East,375
2024-10-27,45,Central,214
2024-10-27,46,West,496
2024-10-27,46,East,85
2024-10-27,46,Central,452
2024-10-27,47,West,211
2024-10-27,47,East,252
2024-10-27,47,Central,451
2024-10-27,48,West,193
2024-10-27,48,East,179
2024-10-27,48,Central,279
2024-10-27,49,West,192
2024-10-27,49,East,51
2024-10-27,49,Central,424
2024-10-27,50,West,245
2024-10-27,50,East,403
2024-10-27,50,Central,442
2024-10-27,51,West,295
2024-10-27,51,East,333
2024-10-27,51,Central,388
2024-10-27,52,West,351
2024-10-27,52,East,115
2024-10-27,52,Central,83
2024-10-27,53,West,231
2024-10-27,53,East,37
2024-10-27,53,Central,409
2024-10-27,54,West,433
2024-10-27,54,East,17
2024-10-27,54,Central,150
2024-10-27,55,West,10
2024-10-27,55,East,163
2024-10-27,55,Central,133
2024-10-27,56,West,487
2024-10-27,56,East,53
2024-10-27,56,Central,37
2024-10-27,57,West,175
2024-10-27,57,East,87
2024-10-27,57,Central,454
2024-10-27,58,West,192
2024-10-27,58,East,82
2024-10-27,58,Central,374
2024-10-27,59,West,38
2024-10-27,59,East,280
2024-10-27,59,Central,482
2024-10-27,60,West,459
2024-10-27,60,East,500
2024-10-27,60,Central,47
2024-10-27,61,West,173
2024-10-27,61,East,304
2024-10-27,61,Central,314
2024-10-27,62,West,457
2024-10-27,62,East,247
2024-10-27,62,Central,360
2024-10-27,63,West,15
2024-10-27,63,East,220
2024-10-27,63,Central,482
2024-10-27,64,West,334
2024-10-27,64,East,84
2024-10-27,64,Central,310
2024-10-27,65,West,455
2024-10-27,65,East,222
2024-10-27,65,Central,80
2024-10-27,66,West,27
2024-10-27,66,East,51
2024-10-27,66,Central,169
2024-10-27,67,West,105
2024-10-27,67,East,498
2024-10-27,67,Central,97
2024-10-27,68,West,209
2024-10-27,68,East,356
2024-10-27,68,Central,283
2024-10-27,69,West,369
2024-10-27,69,East,473
2024-10-27,69,Central,373
2024-10-27,70,West,276
2024-10-27,70,East,135
2024-10-27,70,Central,338
2024-10-27,71,West,144
2024-10-27,71,East,152
2024-10-27,71,Central,121
2024-10-27,72,West,49
2024-10-27,72,East,25
2024-10-27,72,Central,201
2024-10-27,73,West,292
2024-10-27,73,East,281
2024-10-27,73,Central,430
2024-10-27,74,West,251
2024-10-27,74,East,78
2024-10-27,74,Central,27
2024-10-27,75,West,184
2024-10-27,75,East,1
2024-10-27,75,Central,218
2024-10-27,76,West,44
2024-10-27,76,East,150
2024-10-27,76,Central,421
2024-10-27,77,West,338
2024-10-27,77,East,320
2024-10-27,77,Central,307
2024-10-27,78,West,245
2024-10-27,78,East,102
2024-10-27,78,Central,49
2024-10-27,79,West,13
2024-10-27,79,East,105
2024-10-27,79,Central,87
2024-10-27,80,West,326
2024-10-27,80,East,149
2024-10-27,80,Central,500
2024-10-27,81,West,41
2024-10-27,81,East,242
2024-10-27,81,Central,432
2024-10-27,82,West,59
2024-10-27,82,East,157
2024-10-27,82,Central,401
2024-10-27,83,West,203
2024-10-27,83,East,241
2024-10-27,83,Central,250
2024-10-27,84,West,458
2024-10-27,84,East,338
2024-10-27,84,Central,135
2024-10-27,85,West,46
2024-10-27,85,East,328
2024-10-27,85,Central,278
2024-10-27,86,West,198
2024-10-27,86,East,94
2024-10-27,86,Central,189
2024-10-27,87,West,453
2024-10-27,87,East,195
2024-10-27,87,Central,189
2024-10-27,88,West,95
2024-10-27,88,East,228
2024-10-27,88,Central,22
2024-10-27,89,West,134
2024-10-27,89,East,225
2024-10-27,89,Central,238
2024-10-27,90,West,134
2024-10-27,90,East,115
2024-10-27,90,Central,428
2024-11-26,1,West,137
2024-11-26,1,East,288
2024-11-26,1,Central,31
2024-11-26,2,West,77
2024-11-26,2,East,385
2024-11-26,2,Central,356
2024-11-26,3,West,341
2024-11-26,3,East,49
2024-11-26,3,Central,43
2024-11-26,4,West,342
2024-11-26,4,East,176
2024-11-26,4,Central,413
2024-11-26,5,West,277
2024-11-26,5,East,211
2024-11-26,5,Central,497
2024-11-26,6,West,387
2024-11-26,6,East,301
2024-11-26,6,Central,116
2024-11-26,7,West,283
2024-11-26,7,East,31
2024-11-26,7,Central,430
2024-11-26,8,West,198
2024-11-26,8,East,419
2024-11-26,8,Central,267
2024-11-26,9,West,214
2024-11-26,9,East,494
2024-11-26,9,Central,274
2024-11-26,10,West,351
2024-11-26,10,East,443
2024-11-26,10,Central,479
2024-11-26,11,West,243
2024-11-26,11,East,293
2024-11-26,11,Central,451
2024-11-26,12,West,120
2024-11-26,12,East,243
2024-11-26,12,Central,153
2024-11-26,13,West,40
2024-11-26,13,East,202
2024-11-26,13,Central,462
2024-11-26,14,West,437
2024-11-26,14,East,365
2024-11-26,14,Central,17
2024-11-26,15,West,257
2024-11-26,15,East,292
2024-11-26,15,Central,461
2024-11-26,16,West,264
2024-11-26,16,East,409
2024-11-26,16,Central,292
2024-11-26,17,West,346
2024-11-26,17,East,317
2024-11-26,17,Central,75
2024-11-26,18,West,61
2024-11-26,18,East,486
2024-11-26,18,Central,387
2024-11-26,19,West,229
2024-11-26,19,East,88
2024-11-26,19,Central,485
2024-11-26,20,West,85
2024-11-26,20,East,497
2024-11-26,20,Central,108
2024-11-26,21,West,413
2024-11-26,21,East,98
2024-11-26,21,Central,64
2024-11-26,22,West,21
2024-11-26,22,East,216
2024-11-26,22,Central,40
2024-11-26,23,West,349
2024-11-26,23,East,222
2024-11-26,23,Central,103
2024-11-26,24,West,421
2024-11-26,24,East,321
2024-11-26,24,Central,75
2024-11-26,25,West,427
2024-11-26,25,East,304
2024-11-26,25,Central,132
2024-11-26,26,West,163
2024-11-26,26,East,466
2024-11-26,26,Central,372
2024-11-26,27,West,468
2024-11-26,27,East,413
2024-11-26,27,Central,34
2024-11-26,28,West,44
2024-11-26,28,East,198
2024-11-26,28,Central,284
2024-11-26,29,West,203
2024-11-26,29,East,282
2024-11-26,29,Central,166
2024-11-26,30,West,438
2024-11-26,30,East,141
2024-11-26,30,Central,266
2024-11-26,31,West,234
2024-11-26,31,East,469
2024-11-26,31,Central,447
2024-11-26,32,West,6
2024-11-26,32,East,402
2024-11-26,32,Central,358
2024-11-26,33,West,319
2024-11-26,33,East,300
2024-11-26,33,Central,267
2024-11-26,34,West,400
2024-11-26,34,East,214
2024-11-26,34,Central,57
2024-11-26,35,West,212
2024-11-26,35,East,76
2024-11-26,35,Central,75
2024-11-26,36,West,290
2024-11-26,36,East,301
2024-11-26,36,Central,298
2024-11-26,37,West,388
2024-11-26,37,East,493
2024-11-26,37,Central,481
2024-11-26,38,West,51
2024-11-26,38,East,473
2024-11-26,38,Central,54
2024-11-26,39,West,288
2024-11-26,39,East,399
2024-11-26,39,Central,51
2024-11-26,40,West,402
2024-11-26,40,East,146
2024-11-26,40,Central,444
2024-11-26,41,West,274
2024-11-26,41,East,450
2024-11-26,41,Central,176
2024-11-26,42,West,449
2024-11-26,42,East,210
2024-11-26,42,Central,135
2024-11-26,43,West,196
2024-11-26,43,East,335
2024-11-26,43,Central,248
2024-11-26,44,West,292
2024-11-26,44,East,311
2024-11-26,44,Central,242
2024-11-26,45,West,19
2024-11-26,45,East,88
2024-11-26,45,Central,141
2024-11-26,46,West,206
2024-11-26,46,East,73
2024-11-26,46,Central,316
2024-11-26,47,West,311
2024-11-26,47,East,348
2024-11-26,47,Central,355
2024-11-26,48,West,205
2024-11-26,48,East,19
2024-11-26,48,Central,202
2024-11-26,49,West,455
2024-11-26,49,East,450
2024-11-26,49,Central,169
2024-11-26,50,West,353
2024-11-26,50,East,121
2024-11-26,50,Central,25
2024-11-26,51,West,381
2024-11-26,51,East,243
2024-11-26,51,Central,471
2024-11-26,52,West,137
2024-11-26,52,East,459
2024-11-26,52,Central,190
2024-11-26,53,West,10
2024-11-26,53,East,172
2024-11-26,53,Central,418
2024-11-26,54,West,406
2024-11-26,54,East,155
2024-11-26,54,Central,159
2024-11-26,55,West,143
2024-11-26,55,East,431
2024-11-26,55,Central,251
2024-11-26,56,West,439
2024-11-26,56,East,356
2024-11-26,56,Central,350
2024-11-26,57,West,50
2024-11-26,57,East,497
2024-11-26,57,Central,444
2024-11-26,58,West,116
